gene_id,ERR188044,ERR188104,ERR188234,ERR188245,ERR188257,ERR188273,ERR188337,ERR188383,ERR188401,ERR188428,ERR188454,ERR204916
NM_001145140|CXorf49,0,0,0,0,0,0,0,0,0,0,0,0
NM_207422|FLJ44635,63,126,149,52,0,50,62,167,117,93,141,167
NM_001013627|NHSL2,10,1,5,0,8,2,2,4,7,11,3,13
NR_002309|RPS26P11,404,443,414,210,122,208,199,265,217,95,413,313
NM_001024455|RGAG4,53,8,49,8,24,3,28,21,36,31,20,28
NM_006223|PIN4,0,110,104,227,241,44,316,248,220,197,216,130
NR_033187|PIN4,170,172,192,48,74,73,85,49,102,32,67,60
NM_001170747|PIN4,68,10,7,19,5,0,10,31,8,10,10,16
NM_017669|ERCC6L,579,716,488,297,468,231,683,527,631,449,512,475
NM_001097642|GJB1,0,0,0,0,0,0,0,0,0,0,0,0
NM_000166|GJB1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001145410|NONO,0,0,16,0,0,0,0,0,0,0,0,0
NM_001286074|TAF1,0,78,0,0,0,1,0,0,0,0,0,0
NR_104389|TAF1,0,0,0,0,0,0,0,0,0,0,0,0
NR_104390|TAF1,0,0,0,0,0,0,0,0,0,0,0,0
NR_104392|TAF1,0,0,0,0,0,0,1,0,1,0,0,0
NR_104393|TAF1,0,0,0,0,0,0,0,0,0,0,0,0
NR_104394|TAF1,0,1,0,0,0,0,0,0,0,0,0,3
NR_002226|INGX,0,0,0,2,1,3,0,0,1,0,0,0
NR_104396|TAF1,0,0,0,0,0,0,3,0,0,0,0,0
NM_201599|ZMYM3,1925,1660,2437,1059,966,820,1807,1094,1897,1499,978,1398
NM_001171162|ZMYM3,442,202,32,9,31,10,47,34,13,25,8,34
NM_005096|ZMYM3,328,271,239,0,228,238,326,154,311,0,147,135
NM_001171163|ZMYM3,15,7,15,6,3,7,13,6,5,8,9,9
NM_007363|NONO,11503,11803,15725,8677,10077,5578,14380,9116,14294,8475,7871,9616
NM_001145408|NONO,1275,2213,2212,1907,1384,641,2332,1325,1873,1756,947,962
NM_001145409|NONO,1047,1244,1503,998,457,433,1278,801,968,795,555,966
NM_012278|ITGB1BP2,28,14,28,18,10,10,35,8,28,7,15,10
NM_001303277|ITGB1BP2,1,10,6,4,0,0,5,0,0,0,15,0
NM_004606|TAF1,2522,1771,1801,429,1189,909,2080,1205,1626,1373,1374,1402
NM_138923|TAF1,317,188,0,351,0,0,0,218,0,0,246,136
NR_104387|TAF1,61,41,48,11,24,16,64,35,37,20,28,34
NR_104388|TAF1,5,3,2,0,0,8,0,0,2,8,6,0
NR_104395|TAF1,2,4,1,2,2,0,7,1,2,1,2,1
NR_104391|TAF1,1,0,0,0,1,0,1,1,1,1,1,0
NM_181672|OGT,6527,7525,6238,3212,4783,1964,6510,3566,5419,3066,5794,4222
NM_181673|OGT,779,1033,1602,365,570,833,1702,603,1073,301,956,609
NM_052957|ACRC,65,49,69,43,54,24,68,41,62,27,53,30
NR_026595|FAM226A,28,25,52,12,12,20,8,4,8,16,14,39
NR_026594|FAM226B,0,2,0,0,0,0,4,0,0,0,0,0
NM_001080851|DMRTC1B,0,0,0,0,0,0,0,0,0,0,0,0
NM_033053|DMRTC1,0,0,3,2,0,0,0,0,0,0,0,0
NM_001122670|PHKA1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001172436|PHKA1,0,0,0,0,0,0,0,0,0,0,0,0
NR_110391|LOC101928259,0,0,0,0,0,0,0,0,0,0,0,0
NM_002637|PHKA1,90,37,51,17,32,36,47,23,60,36,28,40
NM_001144885|CITED1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144887|CITED1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001144886|CITED1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001166418|HDAC8,0,0,32,42,4,0,0,0,0,0,0,38
NR_051952|HDAC8,0,0,0,0,0,20,0,0,0,0,54,0
NM_001166448|HDAC8,0,0,0,0,0,0,0,0,0,0,0,0
NM_004143|CITED1,5,2,6,6,0,0,5,2,7,3,3,2
NM_018486|HDAC8,456,441,477,212,271,160,357,391,421,287,297,266
NM_001166419|HDAC8,55,93,60,53,74,23,91,99,136,59,89,60
NM_001166422|HDAC8,7,16,30,9,9,2,12,6,20,6,15,4
NM_001166420|HDAC8,7,7,8,7,6,1,5,7,11,5,8,5
NR_027291|NAP1L6,32,2,1,2,0,0,0,0,0,0,0,0
NM_021963|NAP1L2,196,114,110,32,121,60,43,70,89,51,67,106
NR_003255|TSIX,16,6,1070,435,12,73,797,5,6,176,16,301
NR_001564|XIST,7,0,8157,5274,4,3894,20527,8,4,5721,12,9441
NR_029423|MAP2K4P1,13,14,8,3,9,5,12,6,10,5,7,10
NM_001039840|CHIC1,449,610,289,252,5,148,446,315,535,270,399,280
NM_001300884|CHIC1,80,0,0,0,368,0,0,18,94,0,92,121
NM_006517|SLC16A2,0,0,2,0,0,0,0,0,0,0,0,0
NR_030258|MIR545,0,0,0,0,0,0,0,0,0,0,0,0
NR_030785|MIR374A,0,0,0,0,0,0,0,0,0,0,0,0
NR_024582|JPX,34,71,106,66,38,36,76,56,62,71,41,72
NR_028379|FTX,157,149,226,77,95,91,98,137,175,110,122,148
NR_030398|MIR421,1,2,0,0,1,2,3,0,1,1,1,1
NR_030620|MIR374B,1,1,1,1,1,0,2,1,1,0,1,0
NR_037511|MIR374C,1,0,1,1,0,0,0,1,0,0,0,0
NM_001007|RPS4X,37595,37481,88952,55718,26300,27303,50372,35059,37759,40266,34659,55391
NM_016120|RLIM,1795,1647,2556,1599,1265,1230,1110,2186,1494,1709,2356,2279
NM_183353|RLIM,845,1193,14,4,428,8,1347,3,1025,5,1,4
NM_001008537|KIAA2022,302,103,238,33,80,202,135,127,157,83,61,70
NM_001271697|ABCB7,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271698|ABCB7,0,0,76,457,0,0,246,0,0,0,108,0
NM_001271699|ABCB7,0,0,0,0,0,0,0,0,0,0,0,0
NM_001271696|ABCB7,683,681,652,250,413,196,500,625,831,497,483,610
NM_004299|ABCB7,596,779,517,213,463,254,406,513,712,396,544,579
NR_030774|UPRT,216,191,262,70,0,45,67,96,141,116,147,140
NM_145052|UPRT,190,423,197,199,387,166,337,347,270,126,412,379
NM_001307944|UPRT,177,95,168,101,88,30,129,95,173,114,6,91
NR_030737|TTC3P1,18,15,22,11,11,10,33,8,20,13,14,11
NM_001300888|PBDC1,117,66,39,79,91,27,137,85,71,63,78,77
NM_016500|PBDC1,652,720,661,561,738,136,708,631,882,430,768,511
NM_020932|MAGEE1,74,73,88,28,37,47,100,14,43,37,52,61
NM_001866|COX7B,2823,2978,3016,2673,2559,1163,3073,3223,3981,1723,3028,2092
NM_000489|ATRX,2059,2634,701,1392,2432,1112,3039,1103,2053,1088,1920,2006
NM_138270|ATRX,1268,1401,1169,0,0,0,783,1380,1232,1181,471,265
NM_032121|MAGT1,3648,3296,3292,2209,2714,1178,2664,3050,2943,1852,4499,2586
NM_001282224|ATP7A,0,0,0,0,0,0,0,0,0,0,0,0
NM_000052|ATP7A,1360,1290,760,606,328,392,682,1003,672,494,624,955
NR_104109|ATP7A,350,630,336,0,380,129,312,0,389,320,330,391
NM_001029891|PGAM4,4008,4601,3978,1857,1770,2216,2259,2878,3854,2139,2990,4577
NM_001282186|CYSLTR1,0,74,39,44,0,10,0,0,16,21,0,33
NM_001282188|CYSLTR1,0,0,0,0,0,1,0,0,0,0,0,0
NM_006639|CYSLTR1,425,431,436,253,444,252,498,417,404,337,267,264
NM_001282187|CYSLTR1,1,0,0,1,0,0,44,0,0,0,0,0
NM_152694|ZCCHC5,4,5,3,2,0,2,4,3,9,6,2,0
NM_001278000|LPAR4,0,0,0,0,0,0,0,0,0,0,0,0
NM_005296|LPAR4,3,6,2,2,0,0,6,4,3,0,4,0
NM_198333|P2RY10,787,555,822,361,468,338,698,507,0,377,769,496
NM_014499|P2RY10,833,969,751,754,609,406,725,654,1267,535,930,770
NM_032553|GPR174,292,265,278,70,154,65,340,128,198,223,325,186
NM_004867|ITM2A,1575,1238,1522,2010,797,505,844,1385,1553,662,2715,1063
NM_001171581|ITM2A,174,208,265,157,133,34,223,111,90,81,301,78
NM_001109878|TBX22,0,0,0,0,0,0,0,0,0,0,0,0
NM_001109879|TBX22,0,0,0,0,0,0,0,0,0,0,0,0
NM_016954|TBX22,0,0,0,0,0,0,0,0,0,0,0,0
NM_001303475|TBX22,0,0,0,0,0,0,0,0,0,0,0,0
NM_000291|PGK1,53494,68675,47963,29690,21437,20672,29987,45043,34284,37499,36402,55673
NM_015975|TAF9B,577,916,696,539,872,226,938,746,1278,517,711,499
NM_153252|BRWD3,1260,1553,1023,556,676,532,1275,815,1410,833,951,1009
NM_030763|HMGN5,559,710,684,329,824,354,1082,817,581,803,749,623
NM_003022|SH3BGRL,4996,4928,3958,3021,3461,1831,4012,4027,4626,3130,4519,3468
NM_014496|RPS6KA6,130,166,187,23,43,8,85,41,55,61,7,26
NM_001177478|HDX,0,38,0,0,0,0,25,0,3,0,15,0
NM_144657|HDX,117,0,0,0,0,0,0,0,147,0,19,0
NM_001177479|HDX,3,104,109,94,81,23,114,96,14,44,60,77
NM_021998|ZNF711,176,106,175,75,127,56,73,80,161,71,141,102
NM_001012980|SATL1,0,0,0,0,0,0,0,0,0,0,0,0
NM_198450|APOOL,857,1184,690,571,565,367,970,563,865,602,625,833
NM_001307940|POF1B,0,0,1,0,0,0,0,0,0,0,0,0
NM_024921|POF1B,26,31,38,7,57,14,0,36,31,4,128,43
NR_029848|MIR361,0,0,0,0,0,0,0,0,0,0,0,0
NM_000390|CHM,644,712,651,330,407,280,614,540,705,452,502,820
NM_001145414|CHM,45,33,43,23,48,20,41,30,31,18,40,32
NM_004538|NAP1L3,4,3,7,1,6,2,7,5,6,2,11,6
NM_003270|TSPAN6,0,20,0,0,3,0,17,2,0,0,0,0
NM_001278741|TSPAN6,0,0,0,0,0,0,0,0,0,0,0,0
NM_001278742|TSPAN6,0,0,0,0,0,0,0,0,0,0,0,0
NM_001278743|TSPAN6,0,0,0,0,0,0,0,0,0,0,0,0
NM_001278740|TSPAN6,37,0,3,0,6,8,6,9,9,0,5,6
NM_006729|DIAPH2,525,646,371,258,342,184,549,439,596,425,441,475
NM_007309|DIAPH2,34,49,31,15,32,15,30,31,35,33,34,18
NM_013347|RPA4,4,3,7,1,5,2,8,3,3,4,3,1
NR_125391|DIAPH2-AS1,6,0,0,0,0,0,0,0,0,0,4,0
NR_024608|XRCC6P5,8,0,0,0,5,0,2,0,5,0,0,0
NM_001174068|SYTL4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001129896|SYTL4,0,0,0,0,0,0,0,0,0,0,0,0
NM_080737|SYTL4,4,0,3,0,0,35,0,0,0,0,0,0
NM_212559|XKRX,14,17,37,2,2,3,6,6,0,2,6,2
NM_001271815|NOX1,0,0,0,0,0,0,0,0,0,0,0,0
NM_013955|NOX1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001325|CSTF2,955,1041,728,829,774,382,971,590,1252,576,760,724
NM_001306209|CSTF2,113,0,254,0,0,0,118,277,159,47,79,99
NM_001306206|CSTF2,5,62,2,28,62,26,5,0,10,5,1,2
NM_007052|NOX1,4,4,0,5,6,3,10,4,9,2,5,4
NM_001162491|ARL13A,0,0,0,0,0,0,0,0,0,0,0,0
NR_103708|ARL13A,0,0,0,0,0,0,0,0,0,0,0,0
NR_103709|ARL13A,0,4,0,0,0,0,0,3,0,1,6,0
NM_024917|TRMT2B,673,531,713,497,129,309,733,457,424,456,609,424
NM_001167972|TRMT2B,60,43,37,46,432,7,35,38,101,27,37,65
NM_001167970|TRMT2B,6,0,8,6,0,6,0,8,0,5,8,0
NM_001167971|TRMT2B,1,17,17,0,16,3,10,6,0,2,12,0
NM_001171184|DRP2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001939|DRP2,24,29,15,9,12,12,24,9,18,3,18,19
NM_001168474|TAF7L,0,0,0,0,0,0,0,0,0,0,0,0
NM_024885|TAF7L,2,0,0,0,0,0,0,4,3,0,0,2
NM_021637|TMEM35,0,0,0,0,0,0,0,0,0,0,0,0
NM_006733|CENPI,520,577,402,241,386,194,554,432,565,307,410,433
NM_016608|ARMCX1,90,83,8,50,80,6,65,45,184,26,52,119
NR_028407|ARMCX4,24,25,2,18,17,3,26,21,26,9,0,0
NR_045861|ARMCX4,8,11,3,0,10,0,0,14,11,5,6,10
NR_045863|ARMCX4,3,0,0,0,0,0,0,0,2,0,0,0
NR_045862|ARMCX4,1,0,0,0,0,0,1,0,0,0,0,0
NR_045864|ARMCX4,1,0,0,0,0,0,3,0,2,0,0,1
NM_001256155|ARMCX4,170,152,35,80,74,21,82,67,156,57,32,92
NR_033669|ARMCX6,297,302,336,246,194,129,273,222,231,213,264,231
NM_019007|ARMCX6,363,233,436,233,237,159,404,257,287,229,254,214
NR_033670|ARMCX6,28,35,47,0,13,12,19,25,25,0,21,26
NM_001184768|ARMCX6,40,70,99,5,27,21,40,42,73,4,72,29
NM_001009584|ARMCX6,25,0,0,0,0,0,0,0,0,0,17,0
NM_001287345|BTK,0,1,2,1,1,0,2,6,1,1,0,6
NM_001287344|BTK,0,0,0,0,17,0,46,7,122,0,0,0
NM_001199973|RPL36A-HNRNPH2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001199974|RPL36A-HNRNPH2,0,0,0,369,0,0,0,0,0,0,631,0
NM_004085|TIMM8A,308,398,448,309,377,151,381,338,541,253,275,312
NM_001145951|TIMM8A,13,26,24,13,17,12,26,15,25,11,14,22
NM_000061|BTK,5079,3888,5697,2815,3054,2273,4328,4071,4433,3133,3924,3119
NM_021029|RPL36A,3135,3210,5205,3123,2591,1902,3682,4179,4406,2649,3285,4038
NM_001199972|RPL36A,409,699,597,199,253,165,821,274,820,209,754,458
NM_000169|GLA,552,470,719,403,398,322,398,467,541,317,616,363
NM_019597|HNRNPH2,2042,2173,1881,1466,2167,830,2489,1767,2876,1674,1410,1458
NM_001032393|HNRNPH2,379,365,325,0,248,0,328,487,309,200,104,176
NM_177949|ARMCX2,376,532,400,412,307,158,409,432,891,202,187,636
NM_001282231|ARMCX2,117,96,67,0,134,34,96,0,96,0,4,0
NM_014782|ARMCX2,50,56,20,99,64,64,3,87,117,4,3,17
NM_177947|ARMCX3,807,922,816,576,567,284,747,708,876,525,1060,733
NM_016607|ARMCX3,801,487,586,573,602,189,466,844,618,458,896,704
NM_177948|ARMCX3,33,27,61,23,3,25,20,8,10,3,31,41
NM_032946|NXF5,0,0,0,0,0,0,0,0,0,0,0,0
NR_028089|NXF5,0,0,0,0,0,0,0,0,0,0,0,0
NM_001011657|ZMAT1,0,0,2,0,0,0,0,0,0,0,0,0
NM_001282401|ZMAT1,0,1,0,0,0,0,1,0,0,0,0,0
NM_001282400|ZMAT1,44,153,80,17,73,35,135,39,38,39,113,42
NM_080390|TCEAL2,6,13,35,9,0,0,8,8,48,6,0,15
NM_001006938|TCEAL6,3,4,2,1,4,1,7,6,4,0,3,3
NM_001159560|BEX5,0,0,55,10,23,6,7,6,0,4,0,39
NM_001012978|BEX5,23,33,0,0,0,0,0,0,28,0,112,0
NM_021992|TMSB15A,0,0,3,0,0,0,0,0,5,5,0,0
NM_001142524|BHLHB9,0,99,21,23,30,22,29,40,26,21,47,64
NM_001142526|BHLHB9,0,0,18,0,0,0,0,10,0,14,0,0
NM_001142527|BHLHB9,0,0,0,0,0,0,0,0,0,0,8,0
NM_001142528|BHLHB9,0,0,0,0,0,0,0,0,0,0,0,0
NM_030639|BHLHB9,0,0,0,0,0,0,0,0,24,0,0,0
NM_001142529|BHLHB9,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142530|BHLHB9,0,0,0,0,0,0,0,0,0,0,0,0
NM_001142525|BHLHB9,86,0,24,0,0,0,0,0,0,0,19,0
NM_001099410|GPRASP1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001099411|GPRASP1,0,0,0,0,0,0,0,0,0,0,0,0
NM_014710|GPRASP1,0,0,0,0,19,0,0,0,65,0,59,0
NM_001004051|GPRASP2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001184874|GPRASP2,0,0,6,3,0,0,0,0,0,0,0,0
NM_001184875|GPRASP2,0,0,0,0,0,0,0,0,0,0,0,0
NM_138437|GPRASP2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168485|ARMCX5,35,0,8,0,0,0,0,5,59,0,0,3
NM_001168480|ARMCX5,27,7,0,7,28,0,2,15,54,1,1,4
NM_001168479|ARMCX5,21,0,0,0,0,0,3,0,61,4,0,0
NM_001199818|ARMCX5-GPRASP2,67,39,42,14,21,9,39,38,49,25,37,38
NM_022838|ARMCX5,161,207,138,215,149,12,121,155,101,125,183,140
NM_001168478|ARMCX5,101,198,165,6,0,35,234,127,182,142,156,125
NM_001168482|ARMCX5,19,0,0,0,77,3,0,0,59,1,0,24
NM_001184727|GPRASP1,73,104,32,12,0,8,31,22,0,19,0,76
NM_001184876|GPRASP2,4,0,0,0,0,0,0,1,0,0,0,7
NM_018476|BEX1,0,0,6,2,0,0,0,0,0,0,0,11
NR_038988|LINC00630,38,40,23,25,20,14,41,24,36,44,35,35
NM_001031834|RAB40AL,1,4,4,2,2,2,5,4,3,1,3,1
NM_001127688|BEX4,0,21,0,0,0,0,9,0,0,0,0,0
NM_001080425|BEX4,57,567,48,166,220,52,231,401,298,260,124,106
NM_001012979|TCEAL5,0,0,0,0,0,0,0,0,1,0,2,1
NM_001168399|BEX2,0,0,2,4,0,9,1,3,0,13,0,4
NM_001168400|BEX2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001168401|BEX2,0,0,0,0,0,0,0,15,0,0,0,0
NM_032621|BEX2,40,42,47,25,18,0,13,21,32,0,54,66
NM_152278|TCEAL7,4,0,0,0,0,0,0,0,0,0,0,0
NM_153333|TCEAL8,780,1155,789,668,708,354,745,820,1026,564,943,749
NM_001006684|TCEAL8,136,269,189,121,145,13,220,267,262,119,304,143
NM_001006612|WBP5,0,0,0,0,0,0,0,0,0,0,0,7
NM_001006614|WBP5,0,0,0,0,0,0,0,0,0,0,0,0
NM_016303|WBP5,119,245,122,63,116,40,103,165,198,38,236,278
NM_001006613|WBP5,20,31,24,15,31,10,29,50,49,16,31,37
NM_206917|NGFRAP1,65,65,138,30,45,20,33,70,176,15,63,208
NM_206915|NGFRAP1,17,33,37,33,0,1,7,0,123,21,27,50
NM_001282674|NGFRAP1,1,1,3,0,0,1,0,0,1,0,0,8
NM_014380|NGFRAP1,2,6,3,2,17,3,3,6,11,0,3,10
NM_080879|RAB40A,12,18,13,9,7,4,16,6,23,7,6,11
NR_131237|LOC105373300,0,11,2,0,0,1,3,0,2,0,0,0
NR_131236|LOC105373300,5,0,5,0,0,1,1,3,5,0,0,0
NM_001300901|TCEAL4,0,8,0,2,0,0,0,0,1,0,1,0
NM_001305841|TCEAL4,0,0,0,0,0,0,0,0,0,0,0,0
NM_001305842|TCEAL4,0,6,8,17,5,0,1,1,18,8,13,0
NM_001006935|TCEAL4,850,898,834,451,631,310,617,571,953,467,607,597
NM_001006937|TCEAL4,124,166,124,128,184,55,410,169,222,94,93,122
NM_001305840|TCEAL4,24,18,20,9,16,6,0,0,25,7,14,12
NM_024863|TCEAL4,2,73,55,68,46,1,4,1,114,45,46,2
NM_001006933|TCEAL3,237,219,303,122,112,0,155,185,178,76,120,212
NM_032926|TCEAL3,180,296,141,314,345,145,444,304,504,187,361,318
NM_001006640|TCEAL1,102,88,100,66,100,45,117,71,84,49,19,62
NM_001006639|TCEAL1,164,223,125,83,124,28,148,183,195,139,171,147
NM_004780|TCEAL1,64,16,91,71,39,28,47,5,113,4,98,52
NM_001024452|GLRA4,0,0,0,0,0,0,0,0,0,0,0,0
NM_182541|TMEM31,0,0,0,0,0,0,0,0,0,0,0,0
NM_001172285|GLRA4,0,0,0,0,0,0,0,0,0,0,0,0
NM_000533|PLP1,0,0,0,0,0,0,0,0,0,0,0,0
NM_199478|PLP1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001305004|PLP1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001128834|PLP1,2,0,0,0,0,0,0,0,0,0,0,0
NM_016370|RAB9B,24,52,37,15,46,7,68,35,23,25,32,34
NM_001142423|MORF4L2,576,1408,1091,490,1218,483,1293,1265,2032,897,795,1345
NM_012286|MORF4L2,578,1158,860,466,867,338,985,911,1242,545,674,698
NM_001142424|MORF4L2,403,757,624,405,465,180,458,548,829,480,578,635
NM_001142418|MORF4L2,324,575,649,368,463,184,624,465,644,416,441,413
NM_001142421|MORF4L2,285,41,117,208,164,58,124,50,42,82,467,45
NM_001142425|MORF4L2,269,203,363,299,115,128,148,304,314,177,448,137
NM_001142419|MORF4L2,163,54,73,333,80,49,190,52,45,55,237,38
NM_001142429|MORF4L2,116,269,485,310,0,0,106,146,184,0,0,149
NM_001142422|MORF4L2,113,32,51,130,34,14,37,29,23,34,96,21
NM_001142427|MORF4L2,94,26,52,46,19,26,22,44,52,7,107,23
NM_001142428|MORF4L2,88,27,51,87,60,14,49,24,23,21,116,23
NM_001142432|MORF4L2,46,29,37,83,0,0,29,29,27,0,0,26
NM_001142420|MORF4L2,31,20,14,8,26,3,13,10,26,18,27,7
NM_001142426|MORF4L2,30,129,61,49,92,19,56,45,120,21,44,83
NM_001142430|MORF4L2,10,28,0,0,0,0,0,0,0,0,0,0
NM_001142431|MORF4L2,2,6,0,0,0,0,0,0,0,0,0,0
NR_038978|MORF4L2-AS1,15,30,37,17,12,8,39,20,18,7,24,20
NM_001164416|H2BFM,0,0,2,0,0,0,2,1,0,0,0,0
NM_194324|TMSB15B,155,104,73,50,61,25,92,76,131,57,35,86
NR_130172|LOC100101478,59,64,74,52,64,11,119,41,69,50,36,28
NR_003238|H2BFXP,55,51,55,53,54,14,100,30,59,39,31,23
NM_001012755|SLC25A53,198,148,222,81,162,49,315,148,322,142,111,99
NR_026694|ZCCHC18,11,7,8,4,5,0,17,4,4,4,4,1
NM_001143978|ZCCHC18,14,18,28,8,16,9,36,18,24,28,17,17
NR_039980|LOC286437,50,59,66,15,24,21,99,31,52,31,44,25
NM_207318|FAM199X,1241,1680,1131,668,970,513,1146,1094,1397,772,1269,1082
NR_039765|MIR548AN,0,2,0,1,2,0,1,1,1,0,1,1
NM_018015|CXorf57,258,498,261,292,326,138,376,371,370,203,303,397
NM_001184782|CXorf57,146,16,157,44,29,43,87,0,105,71,102,136
NM_001171706|RIPPLY1,0,0,0,0,0,0,0,0,0,0,0,0
NM_138382|RIPPLY1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171095|CLDN2,0,0,0,0,0,0,0,0,0,0,0,0
NM_020384|CLDN2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171092|CLDN2,2,0,2,0,0,0,0,0,0,0,2,0
NM_017752|TBC1D8B,184,159,78,41,172,70,101,167,273,121,172,367
NM_198881|TBC1D8B,7,3,6,2,4,0,4,20,5,4,32,7
NM_001085354|MORC4,0,21,23,0,7,0,13,0,0,0,0,17
NM_024657|MORC4,51,22,0,7,4,6,0,12,27,5,35,23
NM_001171080|RBM41,406,668,301,246,406,133,479,362,519,237,372,340
NM_018301|RBM41,151,199,85,42,97,49,172,69,188,81,100,91
NR_033676|NUP62CL,0,57,0,19,16,0,42,7,0,22,0,33
NM_017681|NUP62CL,18,47,24,7,17,11,19,40,23,11,37,13
NR_046750|FRMPD3-AS1,0,0,0,0,0,0,0,0,0,0,0,0
NM_032428|FRMPD3,0,0,2,0,7,0,0,0,0,0,0,0
NM_002764|PRPS1,1886,2454,2329,1330,1531,786,2043,1761,2633,1556,1698,1918
NM_001204402|PRPS1,2,2,31,7,1,9,13,0,12,12,3,12
NM_031273|TEX13B,0,0,0,0,0,0,0,0,0,0,0,0
NM_052817|MID2,0,0,0,0,0,0,0,0,0,0,0,0
NR_110395|LOC101928335,0,0,0,0,0,0,0,0,0,0,0,0
NM_012216|MID2,5,10,5,4,5,3,5,10,5,6,2,11
NM_001015881|TSC22D3,0,0,26,1,3,2,3,1,4,2,7,3
NM_004089|TSC22D3,979,1955,2021,954,1048,474,1364,1481,1568,1637,2844,1942
NM_198057|TSC22D3,15,28,23,81,127,0,34,75,71,155,98,57
NM_003604|IRS4,1,0,0,0,0,0,2,0,0,0,0,0
NM_002814|PSMD10,1171,1565,1544,816,1112,524,1125,1239,1696,911,1268,1214
NM_170750|PSMD10,130,97,89,55,65,53,70,50,37,29,103,131
NM_052936|ATG4A,466,458,448,384,363,182,412,384,619,280,550,347
NM_178270|ATG4A,34,22,0,9,47,0,0,13,54,12,0,14
NM_001287759|COL4A6,0,0,0,0,0,0,0,0,0,0,0,0
NM_001287760|COL4A6,0,0,0,0,0,0,0,0,0,0,0,0
NM_033641|COL4A6,0,0,0,0,0,0,0,0,0,0,0,0
NM_001847|COL4A6,0,0,0,0,0,0,0,0,0,0,0,0
NM_001287758|COL4A6,2,0,0,2,0,0,0,0,0,0,4,0
NM_000495|COL4A5,0,0,0,0,0,0,0,0,0,0,0,7
NM_033380|COL4A5,57,0,4,0,0,0,0,0,3,0,15,16
NM_001522|GUCY2F,1,0,0,0,0,0,0,0,0,0,0,0
NM_018698|NXT2,0,0,0,0,0,0,0,0,0,0,0,0
NM_001242617|NXT2,347,376,305,143,411,171,473,530,607,192,250,277
NM_001242618|NXT2,328,420,272,238,160,72,196,107,210,230,413,347
NM_012282|KCNE5,7,6,12,12,18,11,9,16,16,4,13,5
NM_004458|ACSL4,3278,3435,2814,2209,3564,1482,3042,3803,4992,3161,4310,3156
NM_022977|ACSL4,354,338,188,46,113,129,929,169,934,234,195,232
NR_030381|MIR652,0,0,0,0,0,0,0,0,0,0,0,0
NR_039774|MIR3978,0,0,0,0,0,0,0,0,0,1,0,0
NM_017698|TMEM164,127,47,49,0,83,0,0,0,68,0,139,131
NM_032227|TMEM164,893,549,897,668,405,351,816,481,919,584,300,472
NM_001143982|CHRDL1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001143983|CHRDL1,0,0,0,0,0,0,0,0,0,0,0,0
NM_001143981|CHRDL1,11,0,8,0,7,0,19,6,0,10,0,0
NM_145234|CHRDL1,5,0,0,0,0,0,0,0,0,0,0,0
NR_033974|LINC00890,0,0,0,0,0,0,0,0,1,9,0,0
NM_000555|DCX,0,0,0,0,0,0,2,0,0,0,0,0
NM_178151|DCX,0,0,0,0,0,0,0,0,0,0,0,0
NM_001195553|DCX,0,0,0,0,0,0,0,0,0,0,0,0
NM_178152|DCX,0,0,0,0,0,0,0,0,0,0,0,0
NM_178153|DCX,0,0,0,0,0,0,0,0,0,0,0,0
NM_001171689|AMMECR1,0,0,0,0,0,0,0,0,0,0,0,0
NR_004379|SNORD96B,0,0,0,0,0,0,0,0,0,0,0,0
NM_015365|AMMECR1,695,636,517,456,546,297,730,649,737,457,553,408
NM_001025580|AMMECR1,56,0,0,0,0,0,33,0,31,0,0,26
NM_020769|RGAG1,28,4,7,2,3,4,2,3,2,3,0,7
NM_001039210|ALG13,0,4,0,0,0,0,0,11,2,2,0,0
NM_018466|ALG13,0,6,6,69,58,44,2,24,43,61,5,33
NM_001257230|ALG13,0,0,0,0,0,0,0,0,0,0,0,0
NM_001257241|ALG13,0,3,0,0,0,0,0,2,1,3,0,0
NM_001257231|ALG13,0,280,0,0,370,0,0,0,9,35,0,0
NM_001257239|ALG13,0,0,0,0,1,0,8,4,5,0,1,0
NM_001099922|ALG13,541,499,871,164,0,296,1080,268,710,390,438,565
NM_001168385|ALG13,135,40,56,68,102,47,15,53,66,87,20,33
NR_033125|ALG13,33,15,9,0,7,0,66,10,17,8,17,9
